,Tickers,Days_to_Exp,Price @ DtE,CPSP,Actual Price @ Expiry,Expected %Change,Actual %Change,Expected - Actual,MarketCap,Beta,1W %Change,50 Day MA,MA to TP %,Sharpe Ratio,30day Vol,95% VaR,predicted Direction
0,AAL,0,13.260000228881836,13.861575746917172,13.1899995803833,4.536768534325013,-0.5279083506051948,5.064676884930208,6.723176447999999,1.7541799999999999,1.4988446686674524,12.623300018310545,-4.405148873580994,-7.82928176881104,4.129582130550235,-13.98,False
1,AAL,1,13.630000114440918,13.870408741722287,13.1899995803833,1.7638197011213288,-3.2281770386152737,4.991996739736603,6.9316864,1.7541799999999999,4.444443794857863,12.582800025939939,-7.68305267577712,-7.430350024249064,4.125046927030429,-13.95,False
2,AAL,2,13.800000190734865,13.745472233653471,13.1899995803833,-0.3951301183169783,-4.420294216815377,4.025164098498399,7.018141696,1.7541799999999999,1.2472492653454277,12.550000019073488,-9.057972133222217,-7.419693451713925,4.210900226373719,-13.95,Correct
3,AAL,3,13.140000343322756,13.775829611774368,13.1899995803833,4.838883195118913,0.3805116876268028,4.45837150749211,6.682491392,1.7541799999999999,-3.453338172010198,12.512200012207034,-4.7777801728501945,-8.00703336863288,4.2222434964901145,-13.98,Correct
4,AAL,4,13.260000228881836,13.860594978325295,13.1899995803833,4.5293720895667375,-0.5279083506051948,5.057280440171932,6.74351872,1.7541799999999999,-0.7484987302782681,12.505400009155275,-5.69080095551548,-7.786827060895844,4.223434248012647,-13.97,False
5,AAL,7,12.9399995803833,13.809668038390058,13.1899995803833,6.720776554932439,1.9319938802702392,4.7887826746622,6.596036096000001,1.7541799999999999,-2.116400171272128,12.490200004577638,-3.550577694669411,-8.004598828153878,4.232225399805618,-13.98,Correct
6,AAL,8,13.005000114440918,13.805027517822973,13.1899995803833,6.151690859992337,1.4225256771582575,4.7291651828340795,6.613835776,1.7541799999999999,-0.7251928569650182,12.48730001449585,-3.9807773578579817,-7.9574952365905185,4.23991782492108,-13.98,Correct
7,AAL,9,13.050000190734865,13.876029740289937,13.1899995803833,6.32972825656761,1.0727922421628113,5.256936014404799,6.636721152000001,1.7541799999999999,0.0,12.488600006103516,-4.301917060736336,-7.916577332905949,4.312528871718608,-14.01,Correct
8,AAL,10,13.630000114440918,13.804424000390311,13.1899995803833,1.2797056822075277,-3.2281770386152737,4.507882720822801,6.9316864,1.7541799999999999,0.29433378516489794,12.493999996185302,-8.334556923825918,-7.821662882950116,4.408780349912844,-13.96,False
9,AAL,11,13.609999656677244,13.825160014965372,13.1899995803833,1.580899072121333,-3.085966839741146,4.6668659118624785,6.921515008,1.75418,2.484939234499686,12.468999996185305,-8.383539230525647,,4.403062754014251,-13.99,False
10,AAPL,0,107.1449966430664,138.0891512948662,106.83999633789062,28.880634300530613,-0.2846612671908824,29.165295567721493,1824.66576384,1.284838,-5.851353792355022,110.58473541259764,3.4959882401587796,20.94789291244103,2.9415950221862937,-5.74,False
11,AAPL,1,110.33999633789062,134.06463106674676,106.83999633789062,21.501391622494662,-3.172013880879661,24.673405503374322,1887.0897213439998,1.284838,-5.949542597246981,110.36279953002928,0.02066629771206249,22.74310491233171,2.9426365195281847,-5.71,False
12,AAPL,2,112.12999725341795,133.59157569058868,106.83999633789062,19.139908109216098,-4.717739271474101,23.8576473806902,1917.70329088,1.284838,-0.6115958547001351,110.06284957885742,-1.8435278027241129,23.414023975981113,2.9039334401032137,-5.69,False
13,AAPL,3,115.54000091552734,140.804942407538,106.83999633789062,21.86683511495049,-7.529863691101574,29.396698806052065,1976.0228597760001,1.284838,-4.4808186259659655,109.6836996459961,-5.068635297841873,24.517430039520374,2.920654705111968,-5.67,False
14,AAPL,4,115.3550033569336,135.45649543311978,106.83999633789062,17.42576523879747,-7.381567137314084,24.807332376111553,1972.858912768,1.284838,-4.57064363171811,109.24204971313476,-5.299253145426227,24.247804096093017,2.8991138302063617,-5.68,False
15,AAPL,7,111.79000091552734,136.22366629781854,106.83999633789062,21.85675389765331,-4.427949313084921,26.28470321073823,1918.5584046079998,1.284838,-14.764075188441408,108.7554995727539,-2.8968753814697275,22.897723998364,2.8899117058525103,-5.68,False
16,AAPL,8,113.48999786376952,137.34177342194945,106.83999633789062,21.01663230870001,-5.859548551460353,26.876180860160364,1940.96267264,1.284838,-15.419582606480608,108.33604949951172,-4.541323871064375,24.337897379798502,2.8386792183155367,-5.66,False
17,AAPL,9,117.31999969482422,138.51745321874978,106.83999633789062,18.06806476224422,-8.932836161093118,27.000900923337337,2006.46524928,1.284838,-9.082450558812974,107.89024948120115,-8.037632320279544,26.317654367229885,2.8091595388479966,-5.64,False
18,AAPL,10,112.81999969482422,139.74791534080123,106.83999633789062,23.868033787286357,-5.300481628354352,29.16851541564071,1929.503965184,1.284838,-9.604793612526713,107.35274948120116,-4.845993820609683,24.30978906149858,2.636938817494682,-5.62,False
19,AAPL,11,120.95999908447266,141.53482775420127,106.83999633789062,17.009613777658963,-11.673282782286812,28.682896559945775,2068.718419968,1.284838,-3.2397432065830185,106.86449951171878,-11.653025528638015,,2.63835302217114,-5.51,False
20,AMD,0,74.86000061035156,79.46834510694399,74.93000030517578,6.155950386079994,0.09350747295417369,6.06244291312582,88.0310272,2.277034,-5.089901369455975,76.0540000152588,1.4594462968886968,22.398654692919678,4.316557410772091,-7.75,Correct
21,AMD,1,76.55000305175781,80.193252041331,74.93000030517578,4.759306132371893,-2.1162673834078065,6.875573515779699,89.874300928,2.277034,-6.543768002333808,75.7,-1.1103893113930987,22.961399705344487,4.3153478556988,-7.74,False
22,AMD,2,76.66000366210938,80.03169322730557,74.93000030517578,4.3982382000103035,-2.256722246660523,6.6549604466708265,90.00344780799999,2.277034,-2.5797416651606317,75.23759994506834,-1.855470452767628,21.282717160990344,4.2898883979449085,-7.78,False
23,AMD,3,78.93000030517578,80.30764562692119,74.93000030517578,1.7454013891028284,-5.067781559019838,6.813182948122666,92.66855936,2.277034,-3.7556416910444157,74.76299987792969,-5.279361980406387,22.316669993698653,4.292970230479714,-7.76,False
24,AMD,4,77.9000015258789,80.72491258547174,74.93000030517578,3.626329915609028,-3.8125817233989023,7.43891163900793,91.45928089600001,2.277034,-5.621516038504872,74.25239990234375,-4.682415342859004,23.311106086245758,4.29182637804626,-7.76,False
25,AMD,7,76.27230072021484,80.86560334837506,74.93000030517578,6.022242130874689,-1.759879277751098,7.7821214086257875,89.63948544,2.277034,-15.384620588574546,73.74119987487794,-3.4042397009165186,23.936556350838064,4.2521599819837,-7.76,False
26,AMD,8,78.9800033569336,81.03275984867958,74.93000030517578,2.5990838243814425,-5.127884122079195,7.726967946460637,92.72726323200001,2.277034,-14.31980571115384,73.2659999847412,-7.23474693508069,25.938941111897787,4.234955836671782,-7.72,False
27,AMD,9,81.91000366210938,82.31508997104388,74.93000030517578,0.4945504710334768,-8.521551757862346,9.016102228895823,96.16726425600001,2.277034,-9.810610066785344,72.73859992980957,-11.196927508553383,27.80903970027677,4.212514243757386,-7.7,False
28,AMD,10,78.69000244140625,80.80172765327305,74.93000030517578,2.683600389311488,-4.778246307757104,7.461846697068592,92.386787328,2.277034,-8.018702940549584,72.10599983215332,-8.367012841504843,28.096305977785182,4.199458742724446,-7.67,False
29,AMD,11,82.01000213623047,79.94145280167433,74.93000030517578,-2.5223134747880858,-8.633095533022644,6.110782058234558,96.284663808,2.277034,-2.1360392008837708,71.53419975280762,-12.77381064570761,,4.20130224384402,-7.63,Correct
30,AMZN,0,2948.22998046875,3111.815588686217,2954.909912109375,5.548604053997775,0.22657430678331725,5.322029747214458,1479.4248683520002,1.323857,-7.044170081761591,3180.591401367188,7.763690863344369,28.778186501412787,2.3548931573665586,-4.5,Correct
31,AMZN,1,3008.72998046875,3132.7953470123107,2954.909912109375,4.123512822650563,-1.7887968913378534,5.9123097139884155,1507.042656256,1.323857,-7.9507839238160525,3185.215,5.865764647439527,30.668489775325433,2.3628787605025345,-4.48,False
32,AMZN,2,3078.10009765625,3129.1169722178965,2954.909912109375,1.6574144096383414,-4.002150080846149,5.65956449048449,1541.78945024,1.323857,-2.2775756302732693,3186.6626025390624,3.526932245168858,31.955847677259502,2.3504733432952194,-4.46,False
33,AMZN,3,3156.1298828125,3123.591645256275,2954.909912109375,-1.0309536921601374,-6.375528833553999,5.344575141393862,1580.87380992,1.323857,-4.203526641888661,3185.103002929688,0.91799517741548,33.622740162130164,2.4622217984003965,-4.44,Correct
34,AMZN,4,3102.969970703125,3119.019231793282,2954.909912109375,0.5172225719773962,-4.771559505624219,5.288782077601615,1554.24653312,1.323857,-7.869062627579423,3183.121206054688,2.5830490178221304,32.38481029540051,2.4613082500630403,-4.44,False
35,AMZN,7,3109.889892578125,3105.8507325988344,2954.909912109375,-0.12988112501764873,-4.983455550584471,4.853574425566822,1561.24905472,1.323857,-11.758059330019961,3178.8678076171873,2.010379161389136,33.2712656318921,2.508458336094321,-4.44,Correct
36,AMZN,8,3175.110107421875,3103.8797207873604,2954.909912109375,-2.2433989444338436,-6.935198713196693,4.6917997687628485,1590.3808552960002,1.323857,-9.259756707810752,3174.1174072265626,-0.03126506362698903,34.08169909210304,2.4915330828808337,-4.42,Correct
37,AMZN,9,3268.610107421875,3097.593666633285,2954.909912109375,-5.2320844385897,-9.597357439487693,4.365273000897993,1637.214060544,1.323857,-5.2840327207414814,3165.7916064453125,-3.1456336974268515,36.39888461979415,2.4488735308447622,-4.4,Correct
38,AMZN,10,3149.840087890625,3039.436021193957,2954.909912109375,-3.5050689436936797,-6.1885737161911045,2.683504772497425,1577.7233633279998,1.323857,-7.406665804014461,3154.027001953125,0.13292465476568968,32.746842740590445,2.3757452862906816,-4.4,Correct
39,AMZN,11,3294.6201171875,3028.6038624355956,2954.909912109375,-8.074261835655669,-10.311058422362926,2.236796586707257,1650.242224128,1.323857,-3.0994083180147056,3144.8876025390623,-4.544758100252816,,2.347446551599946,-4.33,Correct
40,ATVI,0,80.49500274658203,83.71045892439919,80.08999633789062,3.994603476119136,-0.5031447852315324,4.497748261350668,61.981323264,0.678372,1.5046181521140631,81.42559951782226,1.4270064224525414,20.05053718396278,2.1151054299237044,-4.87,False
41,ATVI,1,78.7699966430664,83.70351061608889,80.08999633789062,6.263189264026393,1.6757645690980354,4.587424694928358,60.800356352,0.678372,-1.0302798499236008,81.4327995300293,3.3804786091701358,18.23731901052782,2.1084216623584493,-4.88,Correct
42,ATVI,2,79.98999786376953,83.64796887380555,80.08999633789062,4.573035514097512,0.12501372270493186,4.448021791392581,61.74203904,0.678372,5.001309455672046,81.4429995727539,1.8164792446412763,18.70744313222016,2.0843951503508187,-4.88,Correct
43,ATVI,3,81.75,83.77925519110102,80.08999633789062,2.4822693469125565,-2.030585519399847,4.512854866312404,63.100534784,0.678372,3.467912656229496,81.41319961547852,-0.4119882379467664,20.91745327078554,2.044643524429719,-4.85,False
44,ATVI,4,79.12000274658203,83.73434598973458,80.08999633789062,5.832081752994991,1.2259777017645481,4.606104051230443,61.070516223999995,0.678372,-1.4817517721171698,81.35159957885742,2.8205216820114307,19.65393506669693,2.036318765774594,-4.85,Correct
45,ATVI,7,78.04499816894531,83.98288661918035,80.08999633789062,7.608288281820687,2.6202808852893695,4.988007396531318,60.182859776,0.678372,-6.566801591302508,81.31939956665039,4.295752588827599,18.015729563296407,2.062320464271638,-4.86,Correct
46,ATVI,8,79.08999633789062,84.38000564355023,80.08999633789062,6.688594703000712,1.264382407767185,5.424212295233527,61.047353343999994,0.678372,-5.088210008395722,81.32059951782226,2.8203354194151,19.66734079773659,2.060877318067457,-4.84,Correct
47,ATVI,9,79.58999633789062,84.38021946584341,80.08999633789062,6.018624636714917,0.6282196544868587,5.390404982228058,61.433290752,0.678372,-4.705460324634769,81.25679962158203,2.094237165956356,19.995057147099093,1.976941529453473,-4.85,Correct
48,ATVI,10,76.18000030517578,85.60436661282195,80.08999633789062,12.371181766726592,5.132575501511508,7.2386062652150835,58.80120934399999,0.678372,-8.448502411543354,81.17499969482422,6.556838237908321,18.439609945818415,1.9040781610485704,-4.82,Correct
49,ATVI,11,79.01000213623047,84.48979108501798,80.08999633789062,6.935563600339062,1.3669082046068177,5.568655395732245,60.98561024,0.678372,-5.828366270220054,81.17939971923828,2.7457252554775198,,1.891088893966719,-4.78,Correct
50,BA,0,161.44000244140625,193.04382626457732,161.13999938964844,19.576203756960115,-0.1858294395570868,19.7620331965172,90.96095334399999,1.373467,2.2131968928542536,171.29680053710936,6.2767144317213095,-9.809612569654835,2.6345092313979355,-11.81,False
51,BA,1,167.52999877929688,192.40892360402245,161.13999938964844,14.850429777356434,-3.814241888741722,18.664671666098155,94.56214835200001,1.373467,4.198283400453152,171.53880065917969,2.392885995996445,-9.416455567639344,2.637055615831273,-11.78,False
